id,state_history
0,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
1,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
2,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
3,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
4,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
5,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
6,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
7,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
8,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
9,"[{'state': 'active', 'dvfs_mode': 'base', 'start_time': 0, 'finish_time': 0.0}, {'state': 'active', 'start_time': 0, 'finish_time': 0.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 0, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'sleeping', 'start_time': 2700, 'finish_time': 2700.0, 'dvfs_mode': 'base'}, {'state': 'switching_on', 'start_time': 2700, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4500.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4500, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'active', 'start_time': 4535.0, 'finish_time': 4535.0, 'dvfs_mode': 'base'}, {'state': 'switching_off', 'start_time': 4535.0, 'finish_time': 5343.0, 'dvfs_mode': 'base'}]"
